patient_insurance_id,patient_id,insurance_provider_id,policy_number,policy_holder_name,relationship_with_holder,policy_start_date,policy_end_date,coverage_amount,remaining_coverage,insurance_status,cashless_eligible,pre_authorization_number,remarks,created_by,updated_by,created_date,updated_date
16509,4030,11,POL13436766,Shruti Khan,Self,2020-01-01,2020-12-31,300000,229839.06,Expired,True,PA116508,Policy Renewed,System,System,2020-01-01,2020-01-01
16510,12188,47,POL98704925,Amit Sharma,Self,2020-01-01,2021-12-31,100000,63743.96,Expired,False,,Cashless Approved,System,System,2020-01-01,2020-01-01
16511,12495,8,POL99556386,Tanvi Pandey,Father,2020-01-01,2021-12-31,100000,74258.96,Expired,True,PA116510,Policy Renewed,System,System,2020-01-01,2020-01-01
16512,20728,12,POL67726570,Neha Das,Self,2020-01-01,2022-12-31,500000,310471.74,Expired,True,PA116511,Verified,System,System,2020-01-01,2020-01-01
16513,10615,50,POL98506112,Sakshi Kapoor,Self,2020-01-01,2021-12-31,500000,182435.43,Expired,True,PA116512,System Generated,System,System,2020-01-01,2020-01-01
16514,10615,27,POL12511643,Sakshi Kapoor,Self,2021-12-31,2024-12-30,300000,112225.82,Expired,True,PA116513,Verified,System,System,2021-12-31,2021-12-31
16515,765,44,POL58642856,Swati Sharma,Father,2020-01-01,2020-12-31,200000,104848.43,Expired,True,PA116514,System Generated,System,System,2020-01-01,2020-01-01
16516,3117,33,POL99593561,Anjali Fernandes,Self,2020-01-01,2021-12-31,1000000,211133.94,Expired,True,PA116515,Verified,System,System,2020-01-01,2020-01-01
16517,3117,14,POL89745299,Anjali Fernandes,Self,2021-12-31,2024-12-30,500000,455718.74,Expired,True,PA116516,Cashless Approved,System,System,2021-12-31,2021-12-31
16518,15242,9,POL70636151,Shubham Jain,Mother,2020-01-01,2020-12-31,500000,207306.48,Expired,True,PA116517,System Generated,System,System,2020-01-01,2020-01-01
16519,4343,31,POL46975089,Nandini Kulkarni,Self,2020-01-01,2021-12-31,100000,24123.05,Expired,True,PA116518,Policy Renewed,System,System,2020-01-01,2020-01-01
16520,759,24,POL29501090,Rahul Chavan,Self,2020-01-01,2021-12-31,300000,161862.15,Expired,True,PA116519,System Generated,System,System,2020-01-01,2020-01-01
16521,26485,48,POL94649693,Ishita Iyer,Self,2020-01-01,2020-12-31,500000,426239.16,Expired,True,PA116520,Waiting Approval,System,System,2020-01-01,2020-01-01
16522,6599,4,POL12510040,Harsh Reddy,Spouse,2020-01-01,2021-12-31,200000,103576.44,Expired,True,PA116521,System Generated,System,System,2020-01-01,2020-01-01
16523,10924,38,POL91650487,Komal Pillai,Spouse,2020-01-01,2022-12-31,500000,205073.23,Expired,False,,System Generated,System,System,2020-01-01,2020-01-01
16524,12432,41,POL09351683,Abhishek Jain,Self,2020-01-01,2022-12-31,500000,317960.95,Expired,True,PA116523,Waiting Approval,System,System,2020-01-01,2020-01-01
16525,29991,9,POL67328278,Muskan Kulkarni,Self,2020-01-01,2021-12-31,100000,65950.44,Expired,False,,Verified,System,System,2020-01-01,2020-01-01
16526,22645,19,POL14315587,Arjun Singh,Self,2020-01-01,2021-12-31,500000,403675.88,Expired,True,PA116525,Verified,System,System,2020-01-01,2020-01-01
16527,39,20,POL65837382,Aanya Khan,Self,2020-01-01,2021-12-31,100000,83980.28,Expired,True,PA116526,System Generated,System,System,2020-01-01,2020-01-01
16528,3614,44,POL36473488,Aditya Nair,Self,2020-01-01,2021-12-31,500000,382483.1,Expired,False,,Verified,System,System,2020-01-01,2020-01-01
16529,9648,2,POL11372582,Sai Jain,Self,2020-01-01,2022-12-31,1000000,203630.9,Expired,True,PA116528,Waiting Approval,System,System,2020-01-01,2020-01-01
16530,29164,48,POL27130127,Preeti Shetty,Mother,2020-01-01,2020-12-31,1000000,201662.75,Expired,True,PA116529,Policy Renewed,System,System,2020-01-01,2020-01-01
16531,11854,32,POL85293131,Kavya Iyer,Self,2020-01-01,2020-12-31,500000,490979.99,Expired,True,PA116530,Verified,System,System,2020-01-01,2020-01-01
16532,17253,12,POL74720869,Simran Gupta,Self,2020-01-01,2021-12-31,300000,123409.23,Expired,False,,System Generated,System,System,2020-01-01,2020-01-01
16533,5275,34,POL59337198,Rohan Sharma,Self,2020-01-01,2021-12-31,500000,212940.16,Expired,True,PA116532,Policy Renewed,System,System,2020-01-01,2020-01-01
16534,7479,28,POL03696170,Komal Pillai,Self,2020-01-01,2020-12-31,500000,392896.44,Expired,True,PA116533,Policy Renewed,System,System,2020-01-01,2020-01-01
16535,7204,33,POL30930633,Pooja Verma,Self,2020-01-01,2021-12-31,100000,66526.86,Expired,False,,Policy Renewed,System,System,2020-01-01,2020-01-01
16536,2895,30,POL37108769,Ishita Khan,Self,2020-01-01,2021-12-31,100000,57085.15,Expired,True,PA116535,System Generated,System,System,2020-01-01,2020-01-01
16537,5047,18,POL90843880,Krishna Sharma,Self,2020-01-01,2020-12-31,300000,87945.53,Expired,False,,Policy Renewed,System,System,2020-01-01,2020-01-01
16538,19633,15,POL21682281,Anjali Singh,Self,2020-01-01,2021-12-31,100000,26519.01,Expired,False,,Waiting Approval,System,System,2020-01-01,2020-01-01
16539,19633,14,POL65305130,Anjali Singh,Self,2021-12-31,2023-12-31,1000000,762898.55,Expired,True,PA116538,Policy Renewed,System,System,2021-12-31,2021-12-31
16540,4588,50,POL40050853,Neha Verma,Spouse,2020-01-01,2022-12-31,300000,89905.08,Expired,True,PA116539,Waiting Approval,System,System,2020-01-01,2020-01-01
16541,12563,44,POL76836461,Ishita Kulkarni,Self,2020-01-01,2021-12-31,200000,109729.64,Expired,True,PA116540,System Generated,System,System,2020-01-01,2020-01-01
16542,16831,13,POL44632790,Ananya Jain,Self,2020-01-01,2021-12-31,200000,157780.17,Expired,True,PA116541,System Generated,System,System,2020-01-01,2020-01-01
16543,19284,50,POL81759370,Ananya Jain,Self,2020-01-01,2022-12-31,500000,469279.58,Expired,True,PA116542,System Generated,System,System,2020-01-01,2020-01-01
16544,29778,4,POL96063612,Jordan Mishra,Self,2020-01-01,2022-12-31,1000000,898868.85,Expired,False,,Policy Renewed,System,System,2020-01-01,2020-01-01
16545,9246,16,POL59307078,Akash Das,Self,2020-01-01,2021-12-31,100000,89122.69,Expired,True,PA116544,Verified,System,System,2020-01-01,2020-01-01
16546,6725,6,POL99086177,Riya Jain,Self,2020-01-01,2022-12-31,500000,243399.13,Expired,True,PA116545,Verified,System,System,2020-01-01,2020-01-01
16547,20689,47,POL43142850,Rohan Fernandes,Guardian,2020-01-01,2020-12-31,300000,282520.99,Expired,True,PA116546,Policy Renewed,System,System,2020-01-01,2020-01-01
16548,20689,48,POL80034739,Rohan Fernandes,Self,2020-12-31,2023-12-31,300000,224078.96,Expired,True,PA116547,Cashless Approved,System,System,2020-12-31,2020-12-31
16549,23547,34,POL35027696,Shubham Pillai,Self,2020-01-01,2022-12-31,500000,454595.07,Expired,True,PA116548,Cashless Approved,System,System,2020-01-01,2020-01-01
16550,8699,42,POL42003411,Simran Patel,Self,2020-01-01,2021-12-31,200000,54227.93,Expired,False,,Waiting Approval,System,System,2020-01-01,2020-01-01
16551,29538,50,POL23415128,Rohan Shetty,Self,2020-01-01,2021-12-31,300000,69493.96,Expired,True,PA116550,Verified,System,System,2020-01-01,2020-01-01
16552,26832,36,POL38109934,Ananya Khan,Self,2020-01-01,2022-12-31,200000,108743.42,Expired,False,,Policy Renewed,System,System,2020-01-01,2020-01-01
16553,16236,49,POL85272399,Pooja Joshi,Self,2020-01-01,2020-12-31,100000,86241.21,Expired,False,,System Generated,System,System,2020-01-01,2020-01-01
16554,7573,32,POL34803857,Meera Kapoor,Mother,2020-01-01,2020-12-31,100000,52682.62,Expired,True,PA116553,Verified,System,System,2020-01-01,2020-01-01
16555,6302,35,POL51769185,Siddharth Gupta,Mother,2020-01-01,2021-12-31,100000,90771.77,Expired,True,PA116554,Policy Renewed,System,System,2020-01-01,2020-01-01
16556,22588,16,POL40630874,Sai Shetty,Self,2020-01-01,2021-12-31,300000,116345.62,Expired,True,PA116555,Cashless Approved,System,System,2020-01-01,2020-01-01
16557,15590,41,POL77538024,Aditya Chavan,Self,2020-01-01,2022-12-31,100000,23147.53,Expired,True,PA116556,Cashless Approved,System,System,2020-01-01,2020-01-01
16558,2808,12,POL46383509,Arjun Fernandes,Self,2020-01-01,2020-12-31,300000,242708.71,Expired,True,PA116557,Cashless Approved,System,System,2020-01-01,2020-01-01
16559,22784,48,POL85599557,Robin Menon,Spouse,2020-01-01,2022-12-31,300000,210280.41,Expired,True,PA116558,Waiting Approval,System,System,2020-01-01,2020-01-01
16560,22784,10,POL05770461,Robin Menon,Self,2022-12-31,2024-12-30,1000000,552072.45,Expired,True,PA116559,Policy Renewed,System,System,2022-12-31,2022-12-31
16561,22855,22,POL87349864,Abhishek Reddy,Self,2020-01-01,2022-12-31,500000,438103.08,Expired,True,PA116560,Policy Renewed,System,System,2020-01-01,2020-01-01
16562,20413,28,POL71203860,Aryan Menon,Spouse,2020-01-01,2022-12-31,1000000,859340.56,Expired,True,PA116561,System Generated,System,System,2020-01-01,2020-01-01
16563,14488,35,POL11390968,Rahul Kapoor,Self,2020-01-01,2022-12-31,100000,45962.74,Expired,True,PA116562,Policy Renewed,System,System,2020-01-01,2020-01-01
16564,8497,24,POL23214070,Sneha Verma,Self,2020-01-01,2020-12-31,500000,435189.56,Expired,False,,System Generated,System,System,2020-01-01,2020-01-01
16565,29432,18,POL48606587,Vihaan Reddy,Father,2020-01-01,2021-12-31,100000,47612.67,Expired,True,PA116564,Cashless Approved,System,System,2020-01-01,2020-01-01
16566,18537,32,POL50339765,Aanya Bose,Father,2020-01-01,2022-12-31,500000,348761.13,Expired,True,PA116565,Verified,System,System,2020-01-01,2020-01-01
16567,18537,22,POL26354140,Aanya Bose,Self,2022-12-31,2023-12-31,200000,70799.62,Expired,False,,Cashless Approved,System,System,2022-12-31,2022-12-31
16568,14626,21,POL83032018,Nikhil Joshi,Self,2020-01-01,2020-12-31,300000,123406.12,Expired,True,PA116567,Policy Renewed,System,System,2020-01-01,2020-01-01
16569,15892,28,POL06853275,Ananya Thomas,Guardian,2020-01-01,2022-12-31,200000,111660.5,Expired,True,PA116568,System Generated,System,System,2020-01-01,2020-01-01
16570,9179,7,POL50107541,Tanvi Thomas,Self,2020-01-01,2021-12-31,100000,45167.68,Expired,False,,Cashless Approved,System,System,2020-01-01,2020-01-01
16571,28516,47,POL00600021,Aditi Kapoor,Self,2020-01-01,2021-12-31,500000,151656.98,Expired,False,,Policy Renewed,System,System,2020-01-01,2020-01-01
16572,28516,11,POL40079037,Aditi Kapoor,Self,2021-12-31,2024-12-30,1000000,585858.28,Expired,True,PA116571,Policy Renewed,System,System,2021-12-31,2021-12-31
16573,28149,32,POL98619205,Nikhil Mishra,Father,2020-01-01,2020-12-31,200000,121817.19,Expired,True,PA116572,System Generated,System,System,2020-01-01,2020-01-01
16574,20356,22,POL21848607,Rohan Kulkarni,Self,2020-01-01,2022-12-31,1000000,326964.75,Expired,True,PA116573,Waiting Approval,System,System,2020-01-01,2020-01-01
16575,20356,43,POL60906052,Rohan Kulkarni,Self,2022-12-31,2025-12-30,100000,33945.06,Expired,False,,Verified,System,System,2022-12-31,2022-12-31
16576,253,6,POL28182290,Khushi Reddy,Guardian,2020-01-01,2021-12-31,500000,111738.83,Expired,True,PA116575,Waiting Approval,System,System,2020-01-01,2020-01-01
16577,6861,25,POL51814891,Siddharth Yadav,Self,2020-01-01,2021-12-31,1000000,224280.5,Expired,True,PA116576,Cashless Approved,System,System,2020-01-01,2020-01-01
16578,6861,4,POL18569917,Siddharth Yadav,Spouse,2021-12-31,2022-12-31,100000,48690.5,Expired,True,PA116577,Waiting Approval,System,System,2021-12-31,2021-12-31
16579,5083,11,POL18546906,Manish Verma,Self,2020-01-01,2022-12-31,300000,95196.56,Expired,True,PA116578,System Generated,System,System,2020-01-01,2020-01-01
16580,5083,27,POL34049339,Manish Verma,Self,2022-12-31,2023-12-31,200000,187054.66,Expired,True,PA116579,Verified,System,System,2022-12-31,2022-12-31
16581,512,1,POL81117429,Kavya Nair,Self,2020-01-01,2022-12-31,200000,71906.27,Expired,True,PA116580,Waiting Approval,System,System,2020-01-01,2020-01-01
16582,23124,2,POL21073022,Yash Pillai,Self,2020-01-01,2021-12-31,500000,126384.64,Expired,True,PA116581,Waiting Approval,System,System,2020-01-01,2020-01-01
16583,5769,15,POL55163714,Aanya Chavan,Self,2020-01-01,2021-12-31,500000,261667.95,Expired,True,PA116582,Verified,System,System,2020-01-01,2020-01-01
16584,26797,8,POL63991016,Riya Gupta,Spouse,2020-01-01,2020-12-31,1000000,353972.75,Expired,False,,Cashless Approved,System,System,2020-01-01,2020-01-01
16585,18956,5,POL70791863,Ananya Kulkarni,Self,2020-01-01,2021-12-31,200000,49883.09,Expired,True,PA116584,System Generated,System,System,2020-01-01,2020-01-01
16586,3334,3,POL27048104,Varun Jain,Spouse,2020-01-01,2021-12-31,300000,240654.59,Expired,True,PA116585,Verified,System,System,2020-01-01,2020-01-01
16587,27039,43,POL19884808,Swati Shetty,Self,2020-01-01,2020-12-31,300000,193703.64,Expired,False,,Cashless Approved,System,System,2020-01-01,2020-01-01
16588,15496,39,POL36729613,Rahul Sharma,Self,2020-01-01,2022-12-31,1000000,245608.64,Expired,True,PA116587,Verified,System,System,2020-01-01,2020-01-01
16589,8406,36,POL59214036,Radhika Menon,Self,2020-01-01,2022-12-31,100000,57441.52,Expired,True,PA116588,System Generated,System,System,2020-01-01,2020-01-01
16590,8406,36,POL38700407,Radhika Menon,Self,2022-12-31,2023-12-31,1000000,231066.33,Expired,True,PA116589,System Generated,System,System,2022-12-31,2022-12-31
16591,17426,25,POL51225750,Alex Nair,Self,2020-01-01,2020-12-31,300000,145035.41,Expired,True,PA116590,Waiting Approval,System,System,2020-01-01,2020-01-01
16592,29648,19,POL39700874,Pooja Thomas,Spouse,2020-01-01,2021-12-31,500000,245314.69,Expired,True,PA116591,Waiting Approval,System,System,2020-01-01,2020-01-01
16593,4063,16,POL54087392,Krishna Singh,Self,2020-01-01,2021-12-31,200000,171677.28,Expired,False,,Policy Renewed,System,System,2020-01-01,2020-01-01
16594,9061,50,POL50667749,Vivaan Pandey,Self,2020-01-01,2022-12-31,500000,394114.0,Expired,True,PA116593,Policy Renewed,System,System,2020-01-01,2020-01-01
16595,751,35,POL87392258,Aryan Kulkarni,Self,2020-01-01,2020-12-31,300000,275266.5,Expired,True,PA116594,Waiting Approval,System,System,2020-01-01,2020-01-01
16596,751,9,POL21229983,Aryan Kulkarni,Self,2020-12-31,2021-12-31,500000,156207.01,Expired,True,PA116595,System Generated,System,System,2020-12-31,2020-12-31
16597,16516,15,POL90733042,Aditya Sharma,Self,2020-01-01,2021-12-31,500000,313505.74,Expired,True,PA116596,Cashless Approved,System,System,2020-01-01,2020-01-01
16598,16516,47,POL81331800,Aditya Sharma,Self,2021-12-31,2023-12-31,200000,43230.47,Expired,True,PA116597,Waiting Approval,System,System,2021-12-31,2021-12-31
16599,17965,34,POL90168835,Neha Patel,Self,2020-01-01,2020-12-31,100000,86041.76,Expired,True,PA116598,Policy Renewed,System,System,2020-01-01,2020-01-01
16600,2349,43,POL78671296,Abhishek Menon,Spouse,2020-01-01,2022-12-31,500000,246632.12,Expired,False,,System Generated,System,System,2020-01-01,2020-01-01
16601,6075,8,POL94085135,Abhishek Reddy,Self,2020-01-01,2021-12-31,200000,51089.06,Expired,True,PA116600,Verified,System,System,2020-01-01,2020-01-01
16602,6075,46,POL85432548,Abhishek Reddy,Self,2021-12-31,2023-12-31,500000,229862.89,Expired,True,PA116601,Waiting Approval,System,System,2021-12-31,2021-12-31
16603,17599,17,POL84330714,Sneha Patel,Self,2020-01-01,2022-12-31,300000,128858.98,Expired,False,,Waiting Approval,System,System,2020-01-01,2020-01-01
16604,17599,45,POL81603407,Sneha Patel,Mother,2022-12-31,2025-12-30,200000,162560.19,Expired,True,PA116603,Cashless Approved,System,System,2022-12-31,2022-12-31
16605,8935,40,POL32542770,Aditi Iyer,Self,2020-01-01,2021-12-31,300000,90386.74,Expired,True,PA116604,System Generated,System,System,2020-01-01,2020-01-01
16606,29001,49,POL39831748,Diya Kapoor,Self,2020-01-01,2020-12-31,500000,322310.13,Expired,True,PA116605,Cashless Approved,System,System,2020-01-01,2020-01-01
16607,21909,35,POL22941937,Khushi Nair,Self,2020-01-01,2020-12-31,500000,417567.67,Expired,False,,Verified,System,System,2020-01-01,2020-01-01
16608,10843,36,POL34477616,Aryan Nair,Guardian,2020-01-01,2022-12-31,500000,395815.24,Expired,False,,System Generated,System,System,2020-01-01,2020-01-01
16609,23559,44,POL98765565,Preeti Thomas,Self,2020-01-01,2020-12-31,100000,94872.41,Expired,True,PA116608,Cashless Approved,System,System,2020-01-01,2020-01-01
16610,23263,30,POL82180502,Krishna Reddy,Self,2020-01-01,2021-12-31,1000000,200503.8,Expired,False,,Verified,System,System,2020-01-01,2020-01-01
16611,18390,47,POL16009768,Aanya Nair,Self,2020-01-01,2020-12-31,300000,144912.37,Expired,True,PA116610,Verified,System,System,2020-01-01,2020-01-01
16612,6941,1,POL36187030,Tanvi Pillai,Self,2020-01-01,2020-12-31,500000,247833.42,Expired,False,,Waiting Approval,System,System,2020-01-01,2020-01-01
16613,28655,44,POL56137743,Krishna Nair,Self,2020-01-01,2022-12-31,200000,45329.35,Expired,False,,System Generated,System,System,2020-01-01,2020-01-01
16614,28655,18,POL61378524,Krishna Nair,Self,2022-12-31,2024-12-30,100000,85381.33,Expired,True,PA116613,Verified,System,System,2022-12-31,2022-12-31
16615,22067,18,POL67899203,Aditya Fernandes,Self,2020-01-01,2021-12-31,300000,225333.76,Expired,False,,Cashless Approved,System,System,2020-01-01,2020-01-01
16616,23192,15,POL81277412,Amit Reddy,Self,2020-01-01,2020-12-31,200000,124493.18,Expired,True,PA116615,System Generated,System,System,2020-01-01,2020-01-01
16617,20984,16,POL32881900,Aryan Reddy,Self,2020-01-01,2021-12-31,1000000,524015.15,Expired,True,PA116616,Verified,System,System,2020-01-01,2020-01-01
16618,1466,37,POL12832844,Varun Kulkarni,Self,2020-01-01,2022-12-31,100000,91633.26,Expired,True,PA116617,Waiting Approval,System,System,2020-01-01,2020-01-01
16619,1466,37,POL20730506,Varun Kulkarni,Self,2022-12-31,2025-12-30,100000,41157.22,Expired,True,PA116618,Policy Renewed,System,System,2022-12-31,2022-12-31
16620,15281,30,POL43724013,Swati Menon,Mother,2020-01-01,2022-12-31,100000,46763.32,Expired,False,,Policy Renewed,System,System,2020-01-01,2020-01-01
16621,15281,28,POL47084543,Swati Menon,Self,2022-12-31,2023-12-31,200000,192421.03,Expired,False,,Policy Renewed,System,System,2022-12-31,2022-12-31
16622,25191,22,POL68566937,Diya Mishra,Spouse,2020-01-01,2022-12-31,300000,75510.01,Expired,True,PA116621,Verified,System,System,2020-01-01,2020-01-01
16623,28560,8,POL16349135,Pooja Gupta,Self,2020-01-01,2022-12-31,300000,247346.95,Expired,True,PA116622,Verified,System,System,2020-01-01,2020-01-01
16624,28463,2,POL03961209,Karan Patel,Father,2020-01-01,2021-12-31,200000,154889.56,Expired,True,PA116623,Cashless Approved,System,System,2020-01-01,2020-01-01
16625,28463,35,POL62531868,Karan Patel,Self,2021-12-31,2023-12-31,100000,92151.07,Expired,True,PA116624,Policy Renewed,System,System,2021-12-31,2021-12-31
16626,2391,47,POL46205332,Amit Pandey,Self,2020-01-01,2020-12-31,200000,54490.13,Expired,True,PA116625,Policy Renewed,System,System,2020-01-01,2020-01-01
16627,2391,34,POL84425394,Amit Pandey,Self,2020-12-31,2022-12-31,200000,195271.03,Expired,True,PA116626,System Generated,System,System,2020-12-31,2020-12-31
16628,28798,35,POL74671044,Raj Fernandes,Self,2020-01-01,2020-12-31,500000,111535.17,Expired,True,PA116627,System Generated,System,System,2020-01-01,2020-01-01
16629,14845,3,POL03152510,Muskan Jain,Self,2020-01-01,2022-12-31,500000,235081.38,Expired,True,PA116628,Verified,System,System,2020-01-01,2020-01-01
16630,22914,9,POL26843901,Aditya Jain,Self,2020-01-01,2020-12-31,500000,133930.61,Expired,True,PA116629,Verified,System,System,2020-01-01,2020-01-01
16631,14495,32,POL39521051,Arjun Kulkarni,Self,2020-01-01,2021-12-31,1000000,240940.96,Expired,True,PA116630,Waiting Approval,System,System,2020-01-01,2020-01-01
